,cw_coord_x,cw_coord_y,cw_coord_z,cw_id
124,1717.8625381603606,2600.088833464779,267.41053971182555,27.0
125,1717.0324921841639,2601.0187880410995,267.4606212824583,27.0
126,2383.7170987591726,2015.0333652015943,266.57785512506956,28.0
127,2388.467584693402,2011.3539927268175,266.57659644726664,28.0
128,2390.9170930504256,2014.5143675846048,266.1465504476801,28.0
129,2386.1665846775213,2018.1937555594486,266.0178091283888,28.0
130,1601.3025802972033,1654.789252216975,270.0113984737545,29.0
131,1603.4024597083405,1657.929329982846,270.0318453088403,29.0
132,1615.0027203138056,1651.0298023171706,269.900042809546,29.0
133,1615.3027649972346,1649.8498174801462,269.87981976941234,29.0
134,1612.0428359248488,1648.2796560024617,270.0797081934288,29.0
135,1712.8820498760524,2763.1378926501675,268.29320326447487,30.0
136,1717.9022063588168,2759.7981526174954,268.05285890586674,30.0
137,1720.102032803005,2763.1282664062455,268.0327154416591,30.0
138,1715.0818829603488,2766.418006345859,268.33305972255766,30.0
139,1537.8487147961573,2851.701664274682,269.71205733530223,31.0
140,1536.628760202683,2850.1616283066905,269.71212454978377,31.0
141,1536.4188236830944,2848.0216222490562,269.72216073516756,31.0
142,1534.418778051812,2849.6215638055946,269.7622167719528,31.0
143,1524.7484463861933,2861.0012800034456,269.8624398717657,31.0
144,1523.618448246677,2860.951246818182,269.8724840572104,31.0
145,1523.6283923650226,2862.781246454775,269.82245964650065,31.0
146,1524.7083916601678,2862.83127855937,269.84241738636047,31.0
147,1527.2083589789333,2863.86135147847,269.7823075596243,31.0
148,1978.2880555657266,2144.509319038556,265.8888544896617,32.0
149,1973.3277762940668,2147.8889090719385,265.8897241512313,32.0
150,1971.0680608977646,2144.5887114446523,265.9996420480311,32.0
151,1976.0283326108647,2141.209128329203,265.92877238802606,32.0
152,1986.6138628501815,462.1648375151708,284.34913009032607,33.0
153,1991.6741472829417,458.8752434836679,284.40737589076167,33.0
154,1993.8338403728803,462.1955129722337,284.16834393981844,33.0
155,1988.7735706205335,465.4550670328972,284.22008722927416,33.0
156,1973.0322817972706,2321.6824964110674,265.87446566391736,34.0
157,1972.0325188716788,2319.092398116609,266.1043893713504,34.0
158,1965.492128542131,2323.8518616648034,266.105427400209,34.0
159,1967.0119256573457,2326.0120033215717,265.8654175074771,34.0
160,2194.9213080882396,770.4871084754673,287.2274151742458,35.0
161,2198.2507544906452,775.5274806836132,287.1985251540318,35.0
162,2194.910516962384,777.7071164120753,287.199686226435,35.0
163,2191.6310705586216,772.6667496549601,287.22856912389403,35.0
164,2154.7163180970483,2292.9945976699564,264.7402056343853,36.0
165,2158.0657931832197,2298.00494829526,264.72012480255216,36.0
166,2154.7355778856117,2300.2145929490835,264.83074387628585,36.0
167,2151.4261000751458,2295.2042479910233,264.8308192621916,36.0
168,1980.7889404707214,601.1832059403282,289.77876692358404,37.0
169,1978.8789035652217,601.5730600375173,289.73910833429545,37.0
170,1983.698370330239,608.6532814274178,290.2709966022521,37.0
171,1984.8484918796753,607.2233707417549,290.2903834860772,37.0
172,285.10270536418625,4135.478029099311,274.1533033316955,38.0
173,287.13317497635467,4139.357778028811,274.1127893319353,38.0
174,292.56252202228245,4133.917134121482,274.13480113074183,38.0
175,290.82201435442073,4129.627335589936,274.1054481547326,38.0
176,1946.772549319578,1408.2987235812325,267.45682201813906,39.0
177,1946.9227335864882,1405.7887611146652,267.3362687295303,39.0
178,1943.9428323269076,1404.8284784281425,267.566367954947,39.0
179,1930.2122994997221,1412.4172741819714,268.1693997671828,39.0
180,1930.642234261043,1413.2373099842007,268.15953150298446,39.0
181,1930.392196614286,1413.7572839591267,268.18966853339225,39.0
182,1931.9420021035974,1416.0974288815087,268.0800114134326,39.0
183,2455.0471173711985,2386.6140492755003,264.78861884307116,40.0
184,2458.386420740149,2391.6345151567075,264.82830919604754,40.0
185,2455.046105029463,2393.834049187375,264.7890535974875,40.0
186,2451.766794329611,2388.813594126892,264.7093522520736,40.0
187,2077.3574200097264,1612.6777382191613,266.3325279280544,41.0
188,2071.027043875758,1616.897107524761,266.514078700915,41.0
189,2068.7973573510562,1613.576897006209,266.5137482620776,41.0
190,2075.127740889343,1609.357516757911,266.3921974878758,41.0
191,632.8756008669944,3836.0654236416012,271.3253953913227,42.0
192,635.4956025660334,3836.035214576579,271.285664845258,42.0
193,636.365617777511,3836.2451490227395,271.29571773670614,42.0
194,646.624912899932,3827.0843515386696,271.2682768441737,42.0
195,645.3746860256027,3824.174451486364,271.2886346494779,42.0
196,2134.1755228040784,2264.5717252408213,264.90076051000506,43.0
197,2135.815273413526,2267.011892747614,264.8907368835062,43.0
198,2132.535068413433,2269.211548121162,265.0313476901501,43.0
199,2130.8953191325245,2266.771379818285,265.0513713164255,43.0
200,2176.337724735843,1748.0927402913003,265.98274651914835,44.0
201,2179.6671808780134,1753.1331023060156,265.9430913021788,44.0
202,2176.3269289117543,1755.3227663865837,265.81390917953104,44.0
203,2173.0474710460403,1750.2724129241942,265.8335558110848,44.0
204,766.1659997916024,3632.2475510830154,271.9384169373661,45.0
205,762.6860059954887,3632.3077640128176,271.9081252710894,45.0
206,760.3759911901203,3632.187920271881,271.9979533497244,45.0
207,763.4064615320516,3639.807739382697,272.05716626159847,45.0
208,764.716445119097,3639.557659054819,272.06730691343546,45.0
209,769.1764202007928,3639.1973850177565,272.09771913010627,45.0
210,1754.2741524681107,2552.9809951759853,266.9464975493029,46.0
211,1757.3739854483536,2555.6511783222086,266.7363607781008,46.0
212,1762.2442969149502,2550.0814566688678,266.67580589279527,46.0
213,1759.3644644938656,2547.571281474571,267.015931930393,46.0
214,1959.574469791714,2195.430310354088,266.0956905381754,47.0
215,1959.0443316052551,2197.1202682281655,266.0858984766528,47.0
216,1957.9342377390203,2198.2901772426085,266.09612122178083,47.0
217,1963.6834833254627,2207.430654566866,265.9763322174549,47.0
218,1965.1635133997552,2207.020777368205,265.9461384816095,47.0
219,1967.0935028344054,2207.1509339906042,265.94594551716,47.0
220,1820.2080884975117,2716.1085024631975,266.9948634328321,48.0
221,1815.1178873003819,2719.3581775533166,267.0653162095696,48.0
222,1812.9881023457558,2716.048041415579,267.1154638780281,48.0
223,1818.0783052067638,2712.7983661473118,267.06501109991217,48.0
224,2054.1514711883565,2655.9620130148396,264.04014915507287,49.0
225,2057.4610056550327,2661.012318104895,264.03984061442316,49.0
226,2054.13080927987,2663.182010600711,264.07028039358556,49.0
227,2050.86127601721,2658.131709020163,264.0805841162801,49.0
228,727.9095997092531,3777.011708870894,271.48398523312056,50.0
229,729.9492179685468,3771.33158132041,271.5350570976734,50.0
230,733.6493087148458,3772.6713323651966,271.5151671301573,50.0
231,731.6096913241242,3778.3514583395227,271.4540952658281,50.0
232,2173.1740809639405,2323.8619219691973,264.53991971351206,51.0
233,2174.7638172539732,2326.3420910196546,264.5398731017485,51.0
234,2171.4336127352817,2328.4617263671607,264.6904847361148,51.0
235,2169.8438820027995,2325.98155450575,264.73053134698415,51.0
236,2324.9944401087323,2063.3247093143036,265.70326116587967,52.0
237,2329.5939487641476,2067.185289776313,265.64294013381004,52.0
238,2327.013557354934,2070.244974537476,265.58370054513216,52.0
239,2322.414047069069,2066.384395186171,265.63402157556266,52.0
240,1615.0124744921084,2791.6282217093467,268.8989912047982,53.0
241,1618.3622740190197,2796.618353992817,268.8388006677851,53.0
242,1615.0421811725414,2798.848222361801,268.74896445218474,53.0
243,1611.7223821619714,2793.858091299975,268.81915343925357,53.0
244,969.5198507693422,3635.269673658655,270.8812914965674,54.0
245,965.0596982040856,3631.2598441635673,270.89161206316203,54.0
246,967.7395855644027,3628.289742574798,270.8921459140256,54.0
247,972.199738129629,3632.2995720698855,270.8818253464997,54.0
248,2377.3668047041474,2051.2948554633113,265.5531656183303,55.0
249,2367.1759167615746,2058.0135380559586,265.4756595967337,55.0
250,2364.9663412871605,2054.673257239687,265.41565720457584,55.0
251,2375.157232631062,2047.9545723833653,265.513163224794,55.0
252,2144.1696081006544,2470.569586919184,264.43255798239255,56.0
253,2149.189965515142,2467.2301017173195,264.5217209113762,56.0
254,2151.3896117356317,2470.560332497109,264.4515821225941,56.0
255,2146.359265211751,2473.859814287269,264.41241864115,56.0
256,2229.385205175112,2209.696458711176,265.03276606462896,57.0
257,2230.954926595471,2212.186634437421,265.05275383405393,57.0
258,2227.6246593405535,2214.2762764220424,264.84343019220984,57.0
259,2226.0549453073427,2211.7860962850646,264.87344242166733,57.0
260,2206.7189090645825,2534.0982220451697,264.0565398503095,58.0
261,2208.4286369464958,2536.4984126238014,264.00638256501406,58.0
262,2205.208375606254,2538.788059440427,263.9469321304932,58.0
263,2203.5086445021707,2536.377871081393,263.9670876022428,58.0
264,1698.2210945058632,1501.0238524171145,270.0369613394141,59.0
265,1701.5808552346791,1506.0139947519785,270.1577392537147,59.0
266,1698.2607480849506,1508.2438203337042,270.2083988385275,59.0
267,1694.9209873567877,1503.2536789887415,270.08761963155115,59.0
268,705.0163638322001,4013.480844659447,273.37021460570395,60.0
269,707.9867290231731,4018.7306379923357,273.3694574190304,60.0
270,704.5568646931415,4020.6808764914276,273.36876427195966,60.0
271,701.5864995026641,4015.431083158539,273.3695214577019,60.0
272,2424.897733419056,2120.6226132103,265.60234638862306,61.0
273,2428.1670466375936,2125.7030557382895,265.64228114765143,61.0
274,2424.8467169503238,2127.8426236140513,265.4330920679495,61.0
275,2421.587407301472,2122.762180412221,265.41315552406013,61.0
276,1692.9454894588137,1580.093063634482,268.67262536566705,62.0
277,1691.925560937956,1578.7729918018485,268.7924425937236,62.0
278,1684.9453353092756,1583.5526369496292,268.8837795490399,62.0
279,1685.7852702709363,1584.752698197146,268.77395122591406,62.0
280,2501.951683506447,2051.456334941122,266.3006554786116,63.0
281,2505.2209350641,2056.536816244905,266.26060606352985,63.0
282,2501.900600253325,2058.6763455856963,266.1414803182706,63.0
283,2498.6413391677415,2053.595871384907,266.13152782991534,63.0
284,1664.388617396933,1597.0072430384462,269.097537452355,64.0
285,1665.3385516155313,1598.3173034765532,269.0077230483293,64.0
286,1674.6488366249282,1591.9877530496303,268.8959892336279,64.0
287,1673.8189119044487,1590.4976944382724,269.00576305016875,64.0
288,1736.9251453231257,2577.0083409558683,267.06854047533125,65.0
289,1738.2053025924902,2573.988410596823,267.0183609640226,65.0
290,1734.1452989588504,2574.1481923816573,267.0886481283233,65.0
291,1721.5245851958787,2587.7275166786167,267.21993273776025,65.0
292,1721.5342960348169,2593.2775145014857,267.31009833607817,65.0
293,1795.8783874956603,368.5985944268109,289.2825476480648,66.0
294,1795.2982905798076,370.06858882528104,289.20314970146865,66.0
295,1802.0781315579038,372.4690590624523,289.06351093761623,66.0
296,1802.6882205193128,371.0890778394023,289.11294047627604,66.0
297,1762.218480196449,2650.5189217436528,267.33853512536734,67.0
298,1758.9487720212887,2645.468733938167,267.3786793509498,67.0
299,1762.238881917012,2643.2989258783928,267.1883904710412,67.0
300,1765.548592333895,2648.349115377121,267.178243256174,67.0
301,549.5218485927049,3931.428283966183,271.2896781312302,68.0
302,554.101901394299,3932.0178808798955,271.28009527735406,68.0
303,558.1812392149103,3924.6575508166497,271.4318985948339,68.0
304,554.9810403757965,3922.2578130652146,271.3319680429995,68.0
305,1749.0756188881023,2628.838237846292,267.3790492033586,69.0
306,1744.8858642325442,2624.5380030703964,267.46925335377455,69.0
307,1747.7560102845378,2621.738165484516,267.3389800656587,69.0
308,1751.945767117203,2626.038399563895,267.2787759145722,69.0
309,2151.0083397315207,2456.142525598767,264.49093177635217,70.0
310,2154.357812960345,2461.1528757150227,264.44072434213007,70.0
311,2151.0175921058885,2463.372525600069,264.51128663960844,70.0
312,2147.718122627521,2458.352179688114,264.58148680161685,70.0
313,248.53809654971383,4005.1654103769106,273.5740598449484,71.0
314,245.597006439192,3996.4157795869723,273.5952711524442,71.0
315,249.32686845144462,3995.1352913108312,273.46612336765975,71.0
316,252.2579549372008,4003.8949291315694,273.47490850742906,71.0
317,2341.344870021204,2480.7439751672246,264.10346139688045,72.0
318,2343.21517478792,2478.3942106379473,264.1430433411151,72.0
319,2346.264892924552,2480.8245902784074,264.30264938622713,72.0
320,2344.3945964474397,2483.1743525109378,264.3130674408749,72.0
321,2032.3762696381302,2467.4760272899803,264.7264716150239,73.0
322,2030.70648545108,2465.0558780530882,264.7165500801057,73.0
323,2033.9567085049412,2462.8161602677137,264.9060608921573,73.0
324,2035.626492691496,2465.236309504704,264.9159824261442,73.0
325,759.9851684915019,3876.3449501033974,270.97024339810014,74.0
326,762.0748158224432,3870.6848159431647,270.95139439497143,74.0
327,765.7649013692417,3872.0645867237217,270.96145714912564,74.0
328,763.6752556731582,3877.7247174204604,270.9603061536327,74.0
329,395.30149901652965,4034.2462014152043,272.51049321331084,75.0
330,390.9309338593016,4029.1166908115447,272.61089819390327,75.0
331,382.381765041766,4036.9176189483405,272.6581499427557,75.0
332,386.78225400090207,4041.3771323022956,272.58788216579705,75.0
333,1386.4850812515813,1685.9368828090157,273.4538233028725,76.0
334,1391.5151211557081,1682.5969684127776,273.32316959183663,76.0
335,1393.7050789491434,1685.9369976445996,273.3137045362964,76.0
336,1388.6750396358427,1689.2169137510318,273.43434798903763,76.0
337,1451.0301998568534,3056.9841574835737,270.209045455791,77.0
338,1453.2301590608124,3059.024200742053,270.1988964630291,77.0
339,1450.5901024912089,3061.884148732006,270.20883618667716,77.0
340,1448.390143027741,3059.844105022912,270.20898518059397,77.0
341,1392.4373632595477,3016.488408370664,270.73198011145,78.0
342,1388.6573063234962,3021.14836394964,270.801862463355,78.0
343,1385.567338341734,3018.618326599484,270.83201006427413,78.0
344,1389.357395316717,3013.9683715295505,270.7721271654591,78.0
345,279.0230845061284,4137.23902078758,273.9619703385979,79.0
346,278.45347904552966,4140.5290914405705,273.9711739178747,79.0
347,282.7535367788437,4141.178601796211,274.1017104908824,79.0
348,283.3631469560023,4137.888519883236,274.06251320336014,79.0
349,1274.2999209142156,3132.853323071504,272.0973580637947,80.0
350,1276.9099207168313,3132.5333095071037,271.9373819548637,80.0
351,1275.6699181583958,3131.3133206230814,272.09744687471544,80.0
352,1275.7499171275224,3130.763321592647,272.1174776367843,80.0
353,1276.499915677972,3129.953320252156,272.11752441711724,80.0
354,1265.5498962939078,3119.843370444105,272.6680608252064,80.0
355,1263.139901137852,3122.563375307309,272.67790398653597,80.0
356,2383.1287406916513,1071.0574337889047,269.15537286829203,81.0
357,2382.4995310945815,1065.0573510402467,269.1538723409176,81.0
358,2386.409586330956,1064.6378663094986,269.15308650769293,81.0
359,2387.0387959280256,1070.637949058153,269.1545870341361,81.0
360,1906.7867341044453,2847.177098157488,266.8668422745541,82.0
361,1901.7664859481679,2850.5267262346388,266.8672891454771,82.0
362,1899.5667334145899,2847.1865632567205,266.8675410374999,82.0
363,1904.586977866974,2843.886935179078,266.86709358450025,82.0
364,2247.1015834205073,1862.468323889163,265.4598841732368,83.0
365,2242.022460533719,1854.9177316743771,265.50956172216684,83.0
366,2245.332762095527,1852.678071235794,265.7987410705537,83.0
367,2250.4218695771856,1860.2186804374542,265.6390605792403,83.0
368,2383.322121287186,2478.3666782615765,264.34627004899085,84.0
369,2382.3124750932952,2475.6165475176604,264.2963156066835,84.0
370,2386.0026391334795,2474.2670375581147,264.2156172264368,84.0
371,2387.0122715521056,2477.0171720345606,264.1855716696009,84.0
372,2326.6323225611245,2053.4962075963085,265.64188971929246,85.0
373,2332.5624470742687,2052.396959231668,265.5607952494174,85.0
374,2333.2919752160437,2056.2570426836355,265.6311117820442,85.0
375,2327.35184945037,2057.366289796464,265.712209017016,85.0
376,2442.0877645282385,2048.3177865555117,265.7314259056002,86.0
377,2447.108239384542,2044.968479169289,265.7801317358389,86.0
378,2449.3077875431195,2048.3087771444807,265.8501126328483,86.0
379,2444.2873141880373,2051.6080879501387,265.771401103586,86.0
380,1578.3112586679886,437.3361077635418,298.0418660733849,87.0
381,1583.131294835986,433.7569994772675,296.0803270796314,87.0
382,1585.5311805678007,436.95708832260425,296.07139098644257,87.0
383,1580.7111476539167,440.53617089528825,298.1029299767688,87.0
384,1107.9524223798692,2849.0576966706576,273.5746363783255,88.0
385,1112.732498669906,2852.6775959312035,273.5747227808461,88.0
386,1110.3125656891164,2855.8576469289037,273.57461642753333,88.0
387,1105.532489398584,2852.2377476688234,273.57453002315015,88.0
388,2132.126532319622,2253.7653513846562,265.17015997041017,89.0
389,2137.0768662386263,2250.3458650640423,265.05922127421945,89.0
390,2139.356516165156,2253.6361064691846,264.94918626733124,89.0
391,2134.4161899265455,2257.0455897262873,265.1101228147745,89.0
392,698.2846900562596,3763.9298220928576,271.7533859685064,90.0
393,700.2348120460681,3765.809701629514,271.85327163897455,90.0
394,708.2942185624403,3757.339144422782,271.88532135635614,90.0
395,706.3440983933233,3755.459261780168,271.76543568540365,90.0
396,1688.8084334041596,1493.815362431098,269.81611744500697,91.0
397,1685.4586742989445,1488.8352004571095,269.8153246147558,91.0
398,1688.7587826392116,1486.5953601709916,269.8146641338244,91.0
399,1692.1185417445347,1491.575522628802,269.8154563317076,91.0
400,1283.0679315779162,3449.4136750179823,271.70156962797046,92.0
401,1287.8679322857859,3445.8136759820263,271.7019512038678,92.0
402,1290.267931658582,3449.013676432656,271.7016103165224,92.0
403,1285.467930950247,3452.613675468612,271.70122873969376,92.0
404,2297.466050897518,2144.725312008686,265.09624837804586,93.0
405,2302.376474864638,2141.255908936262,265.10512427520007,93.0
406,2304.6960683669004,2144.5161973199574,265.0450773723424,93.0
407,2299.795650389953,2147.9755986466225,265.06619889475405,93.0
408,2032.199951222172,743.0993680382712,294.3698442904278,94.0
409,2027.1796549645096,746.4389173729614,294.3814949151128,94.0
410,2024.9799839013792,743.0986353470871,294.65068479813635,94.0
411,2030.0002643350933,739.8191147394534,294.54905333183706,94.0
412,1905.393870941345,737.9276927612152,296.23176937364036,95.0
413,1904.9534259180673,743.9376598402343,296.23373270593584,95.0
414,1901.033447420081,743.647369467948,296.2340194331482,95.0
415,1901.473892442893,737.6374023893,296.2320561017841,95.0
416,1081.8794828935424,2879.663577379735,273.5834205737337,96.0
417,1086.4895761353157,2883.513465727312,273.58349979575723,96.0
418,1083.9196504897047,2886.5835279665444,273.583365323022,96.0
419,1079.3095572474658,2882.7336396189676,273.5832861009985,96.0
420,2163.6091590089954,1161.7773173159985,268.07298152614385,97.0
421,2158.508819496268,1165.016782480845,268.074501151219,97.0
422,2156.3891674981414,1161.6965603353235,268.0739502971992,97.0
423,2161.4895070108687,1158.457095170481,268.07243067212397,97.0
424,1989.7252193596282,2132.4062963025754,265.896394873038,98.0
425,1984.7049421790925,2135.7058744969145,265.89727840945125,98.0
426,1982.5052218794367,2132.415686662509,265.92718846257776,98.0
427,1987.5255032602627,2129.0661084691455,265.92629988957196,98.0
428,1025.9309595535778,2755.397996976004,273.07226618751884,99.0
429,1030.6210754817985,2759.1478519785524,273.07246397342533,99.0
430,1028.1111716310452,2762.2579295731084,273.07236950751394,99.0
431,1023.4210557028246,2758.5080745700907,273.07217172160745,99.0
432,1563.0223601458229,3170.2699897935745,270.1290834657848,100.0
433,1565.2222918902587,3172.320063028852,270.1288589220494,100.0
434,1562.5621970053342,3175.1699744645666,270.12879549432546,100.0
435,1560.3622652604026,3173.1199012297584,270.1290200361982,100.0
436,1827.141190379823,2167.2388777551314,267.20568062271917,101.0
437,1832.2313868402755,2163.999227810804,267.0249370615929,101.0
438,1834.3511622362316,2167.3293740553017,266.9450731081888,101.0
439,1829.270954466069,2170.559037988558,266.9858148638159,101.0
440,2389.360126399647,2284.3876980064597,264.7732830243185,102.0
441,2392.6694567071163,2289.448136017316,264.77309667505324,102.0
442,2389.3391834519016,2291.617689170016,264.85383804608136,102.0
443,2386.069847550102,2286.5472595039428,264.81401671562344,102.0
444,1711.3303524453945,2772.9537476361256,268.3033146932721,103.0
445,1714.6400930774807,2778.0039167350624,268.2830909397453,103.0
446,1711.3099822146046,2780.1737465899423,268.2833120394498,103.0
447,1708.0402415827778,2775.1235795342327,268.30353312380606,103.0
448,1300.3374156128034,3165.87469521978,271.7253906251862,104.0
