cw_coord_x,cw_coord_y,cw_coord_z,cw_id
330.0027203138057,-1121.9701976828292,269.900042809546,29.0
330.30276499723465,-1123.1501825198538,269.8798197694123,29.0
327.04283592484876,-1124.7203439975383,270.0797081934288,29.0
427.88204987605235,-9.862107349832513,268.29320326447487,30.0
432.9022063588169,-13.201847382504639,268.05285890586674,30.0
435.10203280300476,-9.87173359375447,268.0327154416591,30.0
430.08188296034865,-6.581993654141115,268.33305972255766,30.0
252.8487147961572,78.70166427468212,269.71205733530223,31.0
251.62876020268303,77.16162830669055,269.71212454978377,31.0
251.41882368309444,75.02162224905624,269.72216073516756,31.0
249.4187780518121,76.62156380559463,269.7622167719528,31.0
239.7484463861934,88.00128000344557,269.8624398717657,31.0
238.61844824667702,87.95124681818197,269.8724840572104,31.0
238.62839236502262,89.7812464547751,269.82245964650065,31.0
239.70839166016768,89.83127855936982,269.84241738636047,31.0
242.20835897893335,90.86135147847017,269.7823075596243,31.0
693.2880555657268,-628.490680961444,265.88885448966175,32.0
688.3277762940668,-625.1110909280615,265.88972415123135,32.0
686.0680608977646,-628.4112885553477,265.9996420480311,32.0
691.0283326108649,-631.7908716707971,265.9287723880261,32.0
701.6138628501814,-2310.835162484829,284.34913009032607,33.0
706.6741472829418,-2314.124756516332,284.4073758907616,33.0
708.8338403728802,-2310.8044870277663,284.16834393981844,33.0
703.7735706205335,-2307.544932967103,284.2200872292742,33.0
688.0322817972705,-451.3175035889326,265.87446566391736,34.0
687.0325188716788,-453.9076018833912,266.1043893713504,34.0
680.4921285421311,-449.14813833519656,266.105427400209,34.0
682.0119256573457,-446.9879966784283,265.8654175074771,34.0
909.9213080882397,-2002.5128915245332,287.22741517424583,35.0
913.2507544906451,-1997.4725193163868,287.1985251540318,35.0
909.910516962384,-1995.2928835879247,287.199686226435,35.0
906.6310705586216,-2000.3332503450401,287.228569123894,35.0
869.7163180970485,-480.0054023300436,264.74020563438535,36.0
873.0657931832197,-474.99505170474004,264.72012480255216,36.0
869.7355778856116,-472.78540705091655,264.83074387628585,36.0
866.4261000751459,-477.7957520089767,264.83081926219165,36.0
695.7889404707215,-2171.8167940596722,289.77876692358404,37.0
693.8789035652218,-2171.4269399624827,289.73910833429545,37.0
698.698370330239,-2164.346718572582,290.2709966022521,37.0
699.8484918796755,-2165.7766292582455,290.2903834860772,37.0
-999.8972946358138,1362.4780290993112,274.1533033316955,38.0
-997.8668250236452,1366.3577780288106,274.11278933193535,38.0
-992.4374779777175,1360.9171341214824,274.13480113074183,38.0
-994.1779856455792,1356.6273355899357,274.1054481547326,38.0
661.772549319578,-1364.7012764187675,267.45682201813906,39.0
661.9227335864883,-1367.2112388853348,267.3362687295303,39.0
658.9428323269075,-1368.1715215718577,267.56636795494705,39.0
645.2122994997222,-1360.5827258180288,268.16939976718277,39.0
645.642234261043,-1359.7626900157993,268.15953150298446,39.0
645.3921966142859,-1359.2427160408733,268.18966853339225,39.0
646.9420021035974,-1356.9025711184913,268.08001141343266,39.0
1170.0471173711983,-386.3859507244997,264.78861884307116,40.0
1173.3864207401487,-381.3654848432925,264.8283091960475,40.0
1170.046105029463,-379.16595081262494,264.7890535974875,40.0
1166.766794329611,-384.186405873108,264.7093522520736,40.0
792.3574200097262,-1160.3222617808387,266.33252792805433,41.0
786.0270438757582,-1156.102892475239,266.514078700915,41.0
783.7973573510562,-1159.423102993791,266.51374826207757,41.0
790.127740889343,-1163.642483242089,266.3921974878758,41.0
-652.1243991330055,1063.0654236416012,271.3253953913227,42.0
-649.5043974339665,1063.0352145765792,271.285664845258,42.0
-648.634382222489,1063.2451490227395,271.29571773670614,42.0
-638.375087100068,1054.0843515386696,271.26827684417367,42.0
-639.6253139743972,1051.174451486364,271.2886346494779,42.0
849.1755228040785,-508.42827475917875,264.90076051000506,43.0
850.815273413526,-505.9881072523858,264.8907368835062,43.0
847.5350684134327,-503.7884518788378,265.03134769015014,43.0
845.8953191325244,-506.2286201817151,265.0513713164255,43.0
891.3377247358429,-1024.9072597086997,265.98274651914835,44.0
894.6671808780133,-1019.8668976939844,265.9430913021788,44.0
891.3269289117544,-1017.6772336134163,265.81390917953104,44.0
888.0474710460404,-1022.7275870758058,265.8335558110848,44.0
-518.8340002083976,859.2475510830154,271.9384169373661,45.0
-522.3139940045113,859.3077640128176,271.9081252710894,45.0
-524.6240088098797,859.187920271881,271.9979533497244,45.0
-521.5935384679484,866.807739382697,272.05716626159847,45.0
-520.283554880903,866.5576590548189,272.06730691343546,45.0
-515.8235797992072,866.1973850177565,272.09771913010627,45.0
469.27415246811074,-220.0190048240147,266.9464975493029,46.0
472.3739854483535,-217.34882167779142,266.7363607781008,46.0
477.24429691495004,-222.91854333113224,266.6758058927953,46.0
474.3644644938656,-225.42871852542885,267.015931930393,46.0
674.5744697917139,-577.5696896459121,266.0956905381754,47.0
674.044331605255,-575.8797317718345,266.0858984766528,47.0
672.9342377390203,-574.7098227573915,266.0961212217808,47.0
678.6834833254626,-565.569345433134,265.9763322174549,47.0
680.1635133997551,-565.979222631795,265.9461384816095,47.0
682.0935028344054,-565.8490660093958,265.94594551716,47.0
535.2080884975115,-56.89149753680249,266.99486343283206,48.0
530.1178873003818,-53.64182244668336,267.0653162095696,48.0
527.9881023457559,-56.951958584420936,267.1154638780281,48.0
533.0783052067638,-60.201633852688246,267.0650110999122,48.0
769.1514711883566,-117.03798698516039,264.04014915507287,49.0
772.4610056550329,-111.9876818951052,264.03984061442316,49.0
769.1308092798698,-109.81798939928922,264.07028039358556,49.0
765.8612760172099,-114.86829097983718,264.0805841162801,49.0
-557.0904002907469,1004.0117088708939,271.4839852331206,50.0
-555.0507820314532,998.3315813204099,271.5350570976734,50.0
-551.3506912851542,999.6713323651966,271.51516713015735,50.0
-553.3903086758758,1005.3514583395227,271.4540952658281,50.0
888.1740809639402,-449.1380780308027,264.53991971351206,51.0
889.7638172539732,-446.6579089803454,264.5398731017485,51.0
886.4336127352818,-444.53827363283926,264.69048473611474,51.0
884.8438820027997,-447.01844549425005,264.7305313469842,51.0
1039.9944401087323,-709.6752906856964,265.70326116587967,52.0
1044.5939487641476,-705.8147102236871,265.64294013381004,52.0
1042.013557354934,-702.7550254625239,265.58370054513216,52.0
1037.4140470690688,-706.6156048138291,265.63402157556266,52.0
330.0124744921084,18.62822170934669,268.8989912047982,53.0
333.36227401901965,23.618353992816992,268.8388006677851,53.0
330.0421811725414,25.848222361801163,268.74896445218474,53.0
326.7223821619713,20.858091299975058,268.81915343925357,53.0
-315.48014923065784,862.2696736586549,270.8812914965674,54.0
-319.94030179591437,858.2598441635673,270.89161206316203,54.0
-317.26041443559745,855.2897425747979,270.8921459140256,54.0
-312.80026187037095,859.2995720698855,270.8818253464997,54.0
1092.3668047041474,-721.7051445366887,265.55316561833024,55.0
1082.1759167615744,-714.9864619440414,265.47565959673375,55.0
1079.9663412871603,-718.3267427603132,265.41565720457584,55.0
1090.157232631062,-725.0454276166347,265.51316322479397,55.0
859.1696081006544,-302.4304130808159,264.4325579823926,56.0
864.1899655151419,-305.7698982826805,264.5217209113762,56.0
866.3896117356315,-302.4396675028911,264.4515821225941,56.0
861.3592652117507,-299.1401857127312,264.41241864115,56.0
944.385205175112,-563.3035412888239,265.03276606462896,57.0
945.9549265954712,-560.8133655625788,265.0527538340539,57.0
942.6246593405534,-558.7237235779576,264.8434301922098,57.0
941.0549453073426,-561.2139037149354,264.8734424216673,57.0
921.7189090645822,-238.90177795483032,264.0565398503095,58.0
923.4286369464955,-236.5015873761986,264.00638256501406,58.0
920.2083756062535,-234.21194055957312,263.9469321304932,58.0
918.5086445021708,-236.6221289186069,263.9670876022428,58.0
413.2210945058633,-1271.9761475828855,270.0369613394141,59.0
416.58085523467906,-1266.9860052480217,270.1577392537147,59.0
413.26074808495054,-1264.7561796662958,270.2083988385275,59.0
409.9209873567877,-1269.7463210112583,270.0876196315512,59.0
-579.9836361677999,1240.480844659447,273.37021460570395,60.0
-577.0132709768269,1245.7306379923357,273.36945741903037,60.0
-580.4431353068585,1247.6808764914276,273.36876427195966,60.0
-583.4135004973359,1242.431083158539,273.3695214577019,60.0
1139.897733419056,-652.3773867896998,265.6023463886231,61.0
1143.1670466375936,-647.2969442617105,265.6422811476514,61.0
1139.846716950324,-645.1573763859487,265.4330920679495,61.0
1136.587407301472,-650.2378195877791,265.41315552406013,61.0
407.94548945881365,-1192.906936365518,268.67262536566705,62.0
406.92556093795605,-1194.2270081981515,268.79244259372354,62.0
399.94533530927566,-1189.4473630503708,268.8837795490399,62.0
400.7852702709363,-1188.247301802854,268.77395122591406,62.0
1216.9516835064467,-721.5436650588781,266.3006554786116,63.0
1220.2209350640999,-716.4631837550951,266.26060606352985,63.0
1216.9006002533251,-714.3236544143037,266.1414803182706,63.0
1213.6413391677415,-719.4041286150932,266.1315278299153,63.0
379.3886173969329,-1175.9927569615538,269.097537452355,64.0
380.33855161553123,-1174.6826965234468,269.00772304832935,64.0
389.6488366249283,-1181.0122469503694,268.8959892336279,64.0
388.8189119044486,-1182.5023055617276,269.00576305016875,64.0
451.9251453231256,-195.99165904413167,267.06854047533125,65.0
453.20530259249006,-199.0115894031769,267.0183609640226,65.0
449.14529895885033,-198.85180761834272,267.08864812832326,65.0
436.5245851958786,-185.27248332138333,267.21993273776025,65.0
436.53429603481675,-179.7224854985143,267.3100983360782,65.0
510.8783874956603,-2404.4014055731895,289.2825476480648,66.0
510.2982905798076,-2402.931411174719,289.20314970146865,66.0
517.078131557904,-2400.5309409375477,289.06351093761623,66.0
517.688220519313,-2401.9109221605977,289.112940476276,66.0
477.218480196449,-122.48107825634725,267.33853512536734,67.0
473.94877202128873,-127.53126606183287,267.3786793509498,67.0
477.2388819170119,-129.70107412160723,267.1883904710412,67.0
480.54859233389493,-124.65088462287895,267.178243256174,67.0
-735.4781514072951,1158.4282839661828,271.2896781312302,68.0
-730.898098605701,1159.0178808798955,271.2800952773541,68.0
-726.8187607850897,1151.6575508166497,271.4318985948339,68.0
-730.0189596242035,1149.2578130652146,271.3319680429995,68.0
464.07561888810227,-144.16176215370797,267.3790492033586,69.0
459.8858642325442,-148.46199692960363,267.46925335377455,69.0
462.7560102845379,-151.26183451548422,267.3389800656587,69.0
466.945767117203,-146.96160043610507,267.2787759145722,69.0
866.0083397315208,-316.85747440123305,264.4909317763522,70.0
869.3578129603453,-311.8471242849773,264.4407243421301,70.0
866.0175921058884,-309.6274743999311,264.51128663960844,70.0
862.7181226275212,-314.6478203118859,264.58148680161685,70.0
-1036.4619034502862,1232.1654103769106,273.57405984494835,71.0
-1039.402993560808,1223.4157795869723,273.5952711524442,71.0
-1035.6731315485551,1222.1352913108312,273.46612336765975,71.0
-1032.7420450627992,1230.8949291315694,273.47490850742906,71.0
1056.3448700212039,-292.25602483277544,264.10346139688045,72.0
1058.2151747879202,-294.60578936205275,264.1430433411151,72.0
1061.264892924552,-292.1754097215926,264.30264938622713,72.0
1059.3945964474397,-289.82564748906225,264.3130674408749,72.0
747.3762696381301,-305.52397271001973,264.7264716150239,73.0
745.7064854510799,-307.94412194691176,264.71655008010566,73.0
748.9567085049412,-310.1838397322863,264.90606089215726,73.0
750.6264926914959,-307.76369049529603,264.9159824261442,73.0
-525.0148315084981,1103.3449501033974,270.97024339810014,74.0
-522.9251841775568,1097.6848159431647,270.95139439497143,74.0
-519.2350986307583,1099.0645867237217,270.96145714912564,74.0
-521.3247443268418,1104.7247174204604,270.9603061536327,74.0
-889.6985009834704,1261.2462014152043,272.51049321331084,75.0
-894.0690661406984,1256.1166908115447,272.61089819390327,75.0
-902.6182349582339,1263.9176189483405,272.6581499427557,75.0
-898.2177459990979,1268.3771323022956,272.58788216579705,75.0
101.48508125158119,-1087.0631171909845,273.4538233028725,76.0
106.51512115570819,-1090.4030315872224,273.32316959183663,76.0
108.70507894914337,-1087.0630023554004,273.3137045362964,76.0
103.6750396358428,-1083.7830862489682,273.43434798903763,76.0
166.03019985685353,283.98415748357365,270.20904545579106,77.0
168.23015906081244,286.0242007420529,270.1988964630291,77.0
165.5901024912088,288.884148732006,270.2088361866772,77.0
163.39014302774095,286.8441050229121,270.208985180594,77.0
107.43736325954775,243.48840837066382,270.73198011144996,78.0
103.6573063234961,248.14836394964004,270.80186246335506,78.0
100.56733834173404,245.61832659948413,270.8320100642741,78.0
104.35739531671688,240.9683715295505,270.7721271654591,78.0
-1005.9769154938716,1364.2390207875796,273.9619703385979,79.0
-1006.5465209544703,1367.5290914405705,273.9711739178747,79.0
-1002.2464632211562,1368.1786017962113,274.1017104908824,79.0
-1001.6368530439976,1364.8885198832359,274.06251320336014,79.0
-10.700079085784319,359.85332307150384,272.0973580637947,80.0
-8.090079283168652,359.5333095071037,271.93738195486367,80.0
-9.330081841604146,358.3133206230814,272.0974468747154,80.0
-9.2500828724777,357.7633215926471,272.1174776367843,80.0
-8.500084322027973,356.9533202521561,272.11752441711724,80.0
-19.450103706092143,346.84337044410495,272.66806082520634,80.0
-21.860098862148043,349.5633753073089,272.67790398653597,80.0
1098.1287406916513,-1701.9425662110953,269.15537286829203,81.0
1097.4995310945812,-1707.9426489597536,269.1538723409176,81.0
1101.4095863309556,-1708.3621336905017,269.15308650769293,81.0
1102.0387959280256,-1702.362050941847,269.15458703413606,81.0
621.7867341044454,74.17709815748822,266.8668422745541,82.0
616.7664859481678,77.52672623463877,266.8672891454771,82.0
614.5667334145899,74.18656325672055,266.8675410374999,82.0
619.5869778669739,70.88693517907814,266.86709358450025,82.0
962.1015834205074,-910.531676110837,265.4598841732368,83.0
957.0224605337193,-918.0822683256229,265.50956172216684,83.0
960.332762095527,-920.321928764206,265.79874107055366,83.0
965.4218695771857,-912.7813195625458,265.6390605792403,83.0
1098.3221212871858,-294.63332173842355,264.34627004899085,84.0
1097.3124750932952,-297.38345248233964,264.2963156066835,84.0
1101.0026391334795,-298.7329624418853,264.21561722643673,84.0
1102.0122715521054,-295.98282796543936,264.1855716696009,84.0
1041.6323225611245,-719.5037924036915,265.6418897192925,85.0
1047.5624470742684,-720.603040768332,265.5607952494174,85.0
1048.2919752160435,-716.7429573163645,265.6311117820442,85.0
1042.3518494503699,-715.6337102035359,265.712209017016,85.0
1157.0877645282385,-724.6822134444883,265.7314259056002,86.0
1162.108239384542,-728.0315208307111,265.78013173583895,86.0
1164.3077875431197,-724.6912228555193,265.8501126328483,86.0
1159.2873141880373,-721.3919120498613,265.77140110358596,86.0
293.31125866798845,-2335.663892236458,298.0418660733849,87.0
298.1312948359859,-2339.2430005227325,296.0803270796314,87.0
300.53118056780073,-2336.0429116773958,296.07139098644257,87.0
295.71114765391656,-2332.463829104712,298.1029299767688,87.0
-177.04757762013074,76.0576966706576,273.5746363783255,88.0
-172.26750133009403,79.67759593120354,273.57472278084606,88.0
-174.68743431088362,82.8576469289037,273.57461642753333,88.0
-179.46751060141597,79.23774766882343,273.57453002315015,88.0
847.126532319622,-519.2346486153438,265.17015997041017,89.0
852.0768662386263,-522.6541349359577,265.05922127421945,89.0
854.3565161651558,-519.3638935308154,264.94918626733124,89.0
849.4161899265455,-515.9544102737127,265.1101228147745,89.0
-586.7153099437404,990.9298220928576,271.75338596850634,90.0
-584.7651879539319,992.8097016295142,271.85327163897455,90.0
-576.7057814375598,984.3391444227818,271.88532135635614,90.0
-578.6559016066768,982.4592617801682,271.76543568540365,90.0
403.80843340415964,-1279.184637568902,269.81611744500697,91.0
400.4586742989445,-1284.1647995428903,269.8153246147558,91.0
403.75878263921174,-1286.4046398290084,269.8146641338244,91.0
407.1185417445347,-1281.424477371198,269.81545633170754,91.0
-1.9320684220837252,676.4136750179823,271.70156962797046,92.0
2.8679322857857517,672.8136759820263,271.7019512038678,92.0
5.2679316585820875,676.0136764326562,271.7016103165224,92.0
0.46793095024694975,679.6136754686122,271.70122873969376,92.0
1012.4660508975181,-628.2746879913138,265.09624837804586,93.0
1017.3764748646385,-631.7440910637379,265.10512427520007,93.0
1019.6960683669004,-628.4838026800426,265.04507737234235,93.0
1014.7956503899532,-625.0244013533775,265.06619889475405,93.0
747.1999512221721,-2029.9006319617292,294.36984429042786,94.0
742.1796549645096,-2026.5610826270386,294.38149491511285,94.0
739.9799839013792,-2029.901364652913,294.65068479813635,94.0
745.0002643350934,-2033.1808852605463,294.54905333183706,94.0
620.3938709413451,-2035.0723072387846,296.2317693736404,95.0
619.9534259180674,-2029.0623401597659,296.23373270593584,95.0
616.033447420081,-2029.352630532052,296.2340194331482,95.0
616.473892442893,-2035.3625976106996,296.2320561017841,95.0
-203.12051710645753,106.66357737973522,273.58342057373375,96.0
-198.51042386468427,110.513465727312,273.58349979575723,96.0
-201.08034951029518,113.58352796654435,273.583365323022,96.0
-205.6904427525341,109.73363961896757,273.5832861009985,96.0
878.6091590089952,-1611.2226826840015,268.07298152614385,97.0
873.508819496268,-1607.983217519155,268.074501151219,97.0
871.3891674981412,-1611.3034396646763,268.0739502971992,97.0
876.4895070108685,-1614.542904829519,268.072430672124,97.0
704.7252193596281,-640.5937036974246,265.89639487303793,98.0
699.7049421790925,-637.2941255030855,265.89727840945125,98.0
697.5052218794366,-640.584313337491,265.92718846257776,98.0
702.5255032602627,-643.9338915308545,265.92629988957196,98.0
-259.0690404464222,-17.602003023996076,273.07226618751884,99.0
-254.3789245182016,-13.852148021447647,273.07246397342533,99.0
-256.88882836895476,-10.742070426891587,273.07236950751394,99.0
-261.57894429717544,-14.491925429909315,273.07217172160745,99.0
278.0223601458229,397.2699897935745,270.1290834657848,100.0
280.2222918902587,399.320063028852,270.1288589220494,100.0
277.5621970053341,402.1699744645666,270.12879549432546,100.0
275.36226526040264,400.1199012297584,270.1290200361982,100.0
542.141190379823,-605.7611222448686,267.2056806227192,101.0
547.2313868402755,-609.0007721891961,267.02493706159294,101.0
549.3511622362316,-605.6706259446983,266.9450731081888,101.0
544.270954466069,-602.440962011442,266.9858148638159,101.0
1104.360126399647,-488.6123019935403,264.7732830243185,102.0
1107.6694567071165,-483.55186398268415,264.77309667505324,102.0
1104.3391834519018,-481.3823108299839,264.85383804608136,102.0
1101.0698475501022,-486.45274049605723,264.81401671562344,102.0
426.3303524453946,-0.04625236387437326,268.3033146932721,103.0
429.6400930774808,5.003916735062376,268.2830909397453,103.0
426.3099822146045,7.173746589942311,268.2833120394498,103.0
423.0402415827777,2.1235795342327037,268.3035331238061,103.0
15.33741561280338,392.8746952197798,271.72539062518626,104.0
19.027406782780904,397.6047020966398,271.7250867364928,104.0
15.877401804184716,400.07468685825734,271.57494043093175,104.0
12.187410609740134,395.34467935790235,271.5652443189174,104.0
949.0288894257676,-549.1360687970446,264.80331684369594,105.0
947.3791645424981,-551.5662557237156,264.79335148539394,105.0
950.6894509295803,-553.7559006007432,265.0426692580804,105.0
952.3191720490175,-551.3057150838104,265.0426393263042,105.0
-243.92595321836941,572.8943125252954,272.5570813342929,106.0
-245.9160088821782,571.1943835401908,272.6871578525752,106.0
-252.78578857673017,578.5945879987376,272.68622068781406,106.0
-250.7857333023299,580.2945175923269,272.5661445586011,106.0
575.5819875813376,-1439.7873894697404,270.82861035037786,107.0
578.9516212261103,-1434.8270961971539,270.55942688975483,107.0
575.6414834419509,-1432.5673697272578,270.76023559086025,107.0
572.2718434882822,-1437.527647191244,270.9594190539792,107.0
426.249399417286,-104.91584871070518,268.29245410021394,108.0
423.82931723919415,-103.24597232400629,268.3326424928382,108.0
421.60947770916846,-106.49608393951712,268.2627358334139,108.0
424.0295632058956,-108.16596115657376,268.2725474406034,108.0
509.3735615884167,-471.56746908136483,266.7397457482293,109.0
514.3937604426256,-474.90715452987206,266.6590948412195,109.0
516.5935541365595,-471.5770178206767,266.6391650987789,109.0
511.57335835540874,-468.2873323716667,266.71981229726225,109.0
257.4044784065932,-851.9180798387279,270.18529212102294,110.0
262.3645810470098,-855.3179126128161,270.09463390987366,110.0
264.6344761181437,-852.0278349478976,270.04498192854226,110.0
259.6843750164638,-848.6380058801406,270.1656383909285,110.0
690.7809554297775,-581.2481208271747,266.07361981552094,111.0
688.6009635524425,-581.3982979748071,266.03384238667786,111.0
